title,author,binding,raw_price,original_price,discount_pct,in_stock,category,product_url
Designing Data-Intensive Applications: The Big Ideas...,"Kleppmann, Martin",Paperback,"Rp 1,287,000",,,0,Computer & IT,http://www.periplus.com/p/9781449373320/designing-data-intensive-applications-the-big-ideas-behind-reliable-scalable-and-maintainable-systems?path=1_15
A Mind at Play: How Claude Shannon Invented the Information...,"Soni, Jimmy",Paperback,"Rp 325,000","Rp 407,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781476766690/a-mind-at-play-how-claude-shannon-invented-the-information-age?path=1_15
Elon Musk,"Isaacson, Walter",Hardcover,"Rp 600,000","Rp 751,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781982181284/elon-musk?path=1_15
ChatGPT and the Future of AI: The Deep Language Revolution...,"Sejnowski, Terrence",Paperback,"Rp 181,300","Rp 524,000",-65%,1,Computer & IT,http://www.periplus.com/p/9780262049252/chatgpt-and-the-future-of-ai-the-deep-language-revolution?path=1_15
Revolutionary Algorithms: A Tiktok Manifesto,"Akers, Torey",Hardcover,"Rp 69,300","Rp 385,000",-82%,1,Computer & IT,http://www.periplus.com/p/9781538773734/revolutionary-algorithms-a-tiktok-manifesto?path=1_15
Genshin Impact Official Cookbook: Culinary Journeys...,"Villanova, Thibaud",Hardcover,"Rp 686,000","Rp 858,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781835413982/genshin-impact-official-cookbook-culinary-journeys-across-teyvat?path=1_15
Logging Off,"Walton, Adele Zeynep",Paperback,"Rp 118,300","Rp 385,000",-69%,1,Computer & IT,http://www.periplus.com/p/9781398727724/logging-off?path=1_15
Grid Systems in Graphic Design: A Visual Communication...,"Müller-Brockmann, Josef",Hardcover,"Rp 1,286,000",,,1,Computer & IT,http://www.periplus.com/p/9783721201451/grid-systems-in-graphic-design-a-visual-communication-manual-for-graphic-designers-typographers-and-three-dimensional-designers?path=1_15
The Art of Alien: Isolation,"McVittie, Andy",Hardcover,"Rp 600,000","Rp 750,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781781169315/the-art-of-alien-isolation?path=1_15
Artificial Intelligence: A Very Short Introduction...,"Boden, Margaret A.",Paperback,"Rp 279,000",,,1,Computer & IT,http://www.periplus.com/p/9780199602919/artificial-intelligence-a-very-short-introduction?path=1_15
"The Bullet Journal Method : Track Your Past, Order...","Carroll, Ryder",Paperback,"Rp 235,000","Rp 294,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780008261405/the-bullet-journal-method-track-your-past-order-your-present-plan-your-future?path=1_15
House Industries Lettering Manual,"Barber, Ken",Paperback,"Rp 445,000","Rp 557,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781984859594/house-industries-lettering-manual?path=1_15
Architecture for Teens: A Beginner's Book for Aspiring...,"Willkens, Danielle",Paperback,"Rp 386,000",,,1,Computer & IT,http://www.periplus.com/p/9781647396725/architecture-for-teens-a-beginner-s-book-for-aspiring-architects?path=1_15
Steve Jobs,"Isaacson, Walter",Paperback,"Rp 394,000","Rp 493,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781982176860/steve-jobs?path=1_15
Persona 5: Mementos Mission Volume 1,"Saito, Rokuro",Paperback,"Rp 240,000","Rp 300,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781772942200/persona-5-mementos-mission-volume-1?path=1_15
Power and Prediction: The Disruptive Economics of ...,"Agrawal, Ajay",Hardcover,"Rp 686,000",,,1,Computer & IT,http://www.periplus.com/p/9781647824198/power-and-prediction-the-disruptive-economics-of-artificial-intelligence?path=1_15
Die Fläche: Design and Lettering of the Vienna Secession...,-,Hardcover,"Rp 1,609,000",,,1,Computer & IT,http://www.periplus.com/p/9781736863312/die-fl-che-design-and-lettering-of-the-vienna-secession-1902-1911?path=1_15
Growing Up in Alphabet City: The Unexpected Letterform...,"Doret, Michael",Hardcover,"Rp 1,566,000",,,1,Computer & IT,http://www.periplus.com/p/9781736863329/growing-up-in-alphabet-city-the-unexpected-letterform-art-of-michael-doret?path=1_15
What Is Intelligence?: Lessons from AI about Evolution...,"Aguera Y. Arcas, Blaise",Paperback,"Rp 526,150","Rp 820,000",-36%,1,Computer & IT,http://www.periplus.com/p/9780262049955/what-is-intelligence-lessons-from-ai-about-evolution-computing-and-minds?path=1_15
"Symbols, Signs and Signets","Lehner, Ernst",Paperback,"Rp 406,000",,,0,Computer & IT,http://www.periplus.com/p/9780486222417/symbols-signs-and-signets?path=1_15
Turing's Cathedral,"Dyson, George",Paperback,"Rp 401,000",,,1,Computer & IT,http://www.periplus.com/p/9780141015903/turing-s-cathedral?path=1_15
"The New Digital Age: Transforming Nations, Businesses...","Schmidt, Eric",Paperback,"Rp 543,000",,,0,Computer & IT,http://www.periplus.com/p/9780307947055/the-new-digital-age-transforming-nations-businesses-and-our-lives?path=1_15
Big Data,"Mayer-Schönberger, Viktor",Paperback,"Rp 364,000",,,0,Computer & IT,http://www.periplus.com/p/9780544227750/big-data?path=1_15
"Console Wars: Sega, Nintendo, and the Battle That ...","Harris, Blake J.",Paperback,"Rp 472,000",,,0,Computer & IT,http://www.periplus.com/p/9780062276704/console-wars-sega-nintendo-and-the-battle-that-defined-a-generation?path=1_15
Cracking the Coding Interview: 189 Programming Questions...,"McDowell, Gayle Laakmann",Paperback,"Rp 943,000",,,0,Computer & IT,http://www.periplus.com/p/9780984782857/cracking-the-coding-interview-189-programming-questions-and-solutions?path=1_15
Big Data: Does Size Matter?,"Harkness, Timandra",Paperback,"Rp 316,000",,,0,Computer & IT,http://www.periplus.com/p/9781472920072/big-data-does-size-matter?path=1_15
Big Data: How the Information Revolution Is Transforming...,"Clegg, Brian",Paperback,"Rp 241,000",,,1,Computer & IT,http://www.periplus.com/p/9781785782343/big-data-how-the-information-revolution-is-transforming-our-lives?path=1_15
Irresistible: The Rise of Addictive Technology and...,"Alter, Adam",Paperback,"Rp 386,000",,,1,Computer & IT,http://www.periplus.com/p/9780735222847/irresistible-the-rise-of-addictive-technology-and-the-business-of-keeping-us-hooked?path=1_15
Data Science,"Kelleher, John D.",Paperback,"Rp 324,000","Rp 406,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780262535434/data-science?path=1_15
"Brand by Hand: Blisters, Calluses, and Clients: A ...","Contino, Jon",Hardcover,"Rp 642,000","Rp 803,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781419732249/brand-by-hand-blisters-calluses-and-clients-a-life-in-design?path=1_15
Dark Souls III: Design Works,Fromsoftware,Hardcover,"Rp 1,072,000",,,1,Computer & IT,http://www.periplus.com/p/9781772940640/dark-souls-iii-design-works?path=1_15
Data Science: Concepts and Practice,"Kotu, Vijay",Paperback,"Rp 1,951,000",,,0,Computer & IT,http://www.periplus.com/p/9780128147610/data-science-concepts-and-practice?path=1_15
Deep Learning,"Kelleher, John D.",Paperback,"Rp 324,000","Rp 406,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780262537551/deep-learning?path=1_15
"Vintage Graphic Design: Type, Typography, Monograms...","Heller, Steven",Paperback,"Rp 428,000","Rp 536,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781621537083/vintage-graphic-design-type-typography-monograms-and-decorative-design-from-the-late-19th-and-early-20th-centuries?path=1_15
Data Science From Scratch: The First Book For Beginners...,"Hack, Phil J.",Paperback,"Rp 447,000",,,0,Computer & IT,http://www.periplus.com/p/9781708242558/data-science-from-scratch-the-first-book-for-beginners-with-techniques-for-a-smarter-faster-way-to-learn-data-analysis-data-mining-big-data-fo?path=1_15
Recommendation Engines,"Schrage, Michael",Paperback,"Rp 324,000","Rp 406,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780262539074/recommendation-engines?path=1_15
Microservices: Up and Running: A Step-By-Step Guide...,"Mitra, Ronnie",Paperback,"Rp 1,205,000",,,1,Computer & IT,http://www.periplus.com/p/9781492075455/microservices-up-and-running-a-step-by-step-guide-to-building-a-microservices-architecture?path=1_15
System Design Interview - An insider's guide,"Xu, Alex",Paperback,"Rp 1,159,000",,,1,Computer & IT,http://www.periplus.com/p/9798664653403/system-design-interview-an-insider-s-guide?path=1_15
"Machine Learning, Revised and Updated Edition","Alpaydin, Ethem",Paperback,"Rp 406,000",,,1,Computer & IT,http://www.periplus.com/p/9780262542524/machine-learning-revised-and-updated-edition?path=1_15
"The Ascent of Information: Books, Bits, Genes, Machines...","Scharf, Caleb",Hardcover,"Rp 562,000",,,0,Computer & IT,http://www.periplus.com/p/9780593087244/the-ascent-of-information-books-bits-genes-machines-and-life-s-unending-algorithm?path=1_15
Shinoy and the Chaos Crew: What is virtual reality...,"Mellor, Imogen",Paperback,"Rp 204,000","Rp 256,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780008454791/shinoy-and-the-chaos-crew-what-is-virtual-reality?path=1_15
Code That Fits in Your Head: Heuristics for Software...,"Seemann, Mark",Paperback,"Rp 937,000",,,1,Computer & IT,http://www.periplus.com/p/9780137464401/code-that-fits-in-your-head-heuristics-for-software-engineering?path=1_15
Practical Event-Driven Microservices Architecture: ...,"Oliveira Rocha, Hugo Filipe",Paperback,"Rp 1,501,000",,,0,Computer & IT,http://www.periplus.com/p/9781484274675/practical-event-driven-microservices-architecture-building-sustainable-and-highly-scalable-event-driven-microservices?path=1_15
AI for School Teachers,"Luckin, Rose",Paperback,"Rp 928,000",,,1,Computer & IT,http://www.periplus.com/p/9781032037714/ai-for-school-teachers?path=1_15
First Phone: A Child's Guide to Digital Responsibility...,"Pearlman, Catherine",Paperback,"Rp 292,000","Rp 365,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780593538333/first-phone-a-child-s-guide-to-digital-responsibility-safety-and-etiquette?path=1_15
Fundamentals of Data Engineering: Plan and Build Robust...,"Reis, Joe",Paperback,"Rp 1,713,000",,,1,Computer & IT,http://www.periplus.com/p/9781098108304/fundamentals-of-data-engineering-plan-and-build-robust-data-systems?path=1_15
The History of Computing: A Very Short Introduction...,"Swade, Doron",Paperback,"Rp 279,000",,,1,Computer & IT,http://www.periplus.com/p/9780198831754/the-history-of-computing-a-very-short-introduction?path=1_15
Will AI Dictate the Future?,"Ravindran, Anton",Hardcover,"Rp 835,000",,,0,Computer & IT,http://www.periplus.com/p/9789815044317/will-ai-dictate-the-future?path=1_15
Universal Principles of UX: 100 Timeless Strategies...,"Pereyra, Irene",Hardcover,"Rp 686,000","Rp 858,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780760378045/universal-principles-of-ux-100-timeless-strategies-to-create-positive-interactions-between-people-and-technology?path=1_15
The Art of Doing Science and Engineering: Learning...,"Hamming, Richard",Hardcover,"Rp 751,000",,,1,Computer & IT,http://www.periplus.com/p/9781732265172/the-art-of-doing-science-and-engineering-learning-to-learn?path=1_15
"Functional Design: Principles, Patterns, and Practices...","Martin, Robert",Paperback,"Rp 1,187,000",,,1,Computer & IT,http://www.periplus.com/p/9780138176396/functional-design-principles-patterns-and-practices?path=1_15
System Design Interview - An Insider's Guide: Volume...,"Lam, Sahn",Paperback,"Rp 1,147,000",,,1,Computer & IT,http://www.periplus.com/p/9781736049112/system-design-interview-an-insider-s-guide-volume-2?path=1_15
Grokking Algorithms: Simple and Effective Methods ...,"Schmidt, Eric",Paperback,"Rp 429,000",,,0,Computer & IT,http://www.periplus.com/p/9781088225349/grokking-algorithms-simple-and-effective-methods-to-grokking-deep-learning-and-machine-learning?path=1_15
The Official Stardew Valley Cookbook,Concernedape,Hardcover,"Rp 480,000","Rp 601,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781984862051/the-official-stardew-valley-cookbook?path=1_15
"Identity Designed: The Process: Research, Strategy...","Airey, David",Hardcover,"Rp 749,000","Rp 937,000",-20%,1,Computer & IT,http://www.periplus.com/p/9780760384060/identity-designed-the-process-research-strategy-design-implementation?path=1_15
The Rise of the Algorithms: How Youtube and Tiktok...,"Jordan, John M.",Paperback,"Rp 535,000",,,1,Computer & IT,http://www.periplus.com/p/9780271096933/the-rise-of-the-algorithms-how-youtube-and-tiktok-conquered-the-world?path=1_15
"Supremacy: Ai, Chatgpt, and the Race That Will Change...","Olson, Parmy",Hardcover,"Rp 644,000",,,1,Computer & IT,http://www.periplus.com/p/9781250337740/supremacy-ai-chatgpt-and-the-race-that-will-change-the-world?path=1_15
Artificial General Intelligence,"Togelius, Julian",Paperback,"Rp 385,000",,,1,Computer & IT,http://www.periplus.com/p/9780262549349/artificial-general-intelligence?path=1_15
Xgenius: Expected Goals and the Science of Winning...,"Tippett, James",Paperback,"Rp 377,000","Rp 472,000",-20%,1,Computer & IT,http://www.periplus.com/p/9781399411554/xgenius-expected-goals-and-the-science-of-winning-football-matches?path=1_15
Artificial Intelligence for Dummies,"Mueller, John Paul",Paperback,"Rp 544,000",,,1,Computer & IT,http://www.periplus.com/p/9781394270712/artificial-intelligence-for-dummies?path=1_15
Artificial Intelligence: An Illustrated History: From...,"Pickover, Clifford a.",Paperback,"Rp 464,000",,,1,Computer & IT,http://www.periplus.com/p/9781454955788/artificial-intelligence-an-illustrated-history-from-medieval-robots-to-neural-networks?path=1_15
A Pocket Guide to Adidas,"Sims, Josh",Hardcover,"Rp 84,000","Rp 425,000",-80%,1,Computer & IT,http://www.periplus.com/p/9781529438680/a-pocket-guide-to-adidas?path=1_15
The Art of Lies of P,Neowiz,Hardcover,"Rp 1,072,000",,,1,Computer & IT,http://www.periplus.com/p/9781506744766/the-art-of-lies-of-p?path=1_15
Managing Successful Requirements Projects: The Analyst...,"Frantzen, Trond",Paperback,"Rp 514,000",,,0,Computer & IT,http://www.periplus.com/p/9798332271748/managing-successful-requirements-projects-the-analyst-s-playbook?path=1_15
"Graphic Artists Guild Handbook, 17th Edition: Pricing...",The Graphic Artists Guild,Paperback,"Rp 1,179,000",,,1,Computer & IT,http://www.periplus.com/p/9780262551830/graphic-artists-guild-handbook-17th-edition-pricing-and-ethical-guidelines?path=1_15
Gwent: Art of the Witcher Card Game Volume 2,"Burza, Pawel",Hardcover,"Rp 1,180,000",,,1,Computer & IT,http://www.periplus.com/p/9781506750408/gwent-art-of-the-witcher-card-game-volume-2?path=1_15
Beyond Cracking the Coding Interview,"McDowell, Gayle Laakmann",Paperback,"Rp 815,000",,,0,Computer & IT,http://www.periplus.com/p/9781955706001/beyond-cracking-the-coding-interview?path=1_15
Everything I Know About Love,"Alderton, Dolly",Paperback,"Rp 275,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780241982105/everything-i-know-about-love?path=1_12
Conversations on Love,"Lunn, Natasha",Paperback,"Rp 275,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780241448748/conversations-on-love?path=1_12
The Red Emperor: XI Jinping and His New China,"Sheridan, Michael",Paperback,"Rp 309,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781035413515/the-red-emperor-xi-jinping-and-his-new-china?path=1_12
How to Think Like an Economist: Great Economists Who...,"Mochrie, Robbie",Paperback,"Rp 258,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781399408639/how-to-think-like-an-economist-great-economists-who-shaped-the-world-and-what-they-can-teach-us?path=1_12
Educated: A Memoir,"Westover, Tara",Paperback,"Rp 268,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780399590528/educated-a-memoir?path=1_12
Ecce Homo,"Nietzsche, Friedrich",Paperback,"Rp 148,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780241752227/ecce-homo?path=1_12
It’s Okay Not to Get Along with Everyone,"Snail, Dancing",Hardcover,"Rp 379,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781785128301/it-s-okay-not-to-get-along-with-everyone?path=1_12
I Want to Die but I Still Want to Eat Tteokbokki,"Sehee, Baek",Paperback,"Rp 250,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781526663665/i-want-to-die-but-i-still-want-to-eat-tteokbokki?path=1_12
Nobody's Girl,"Roberts Giuffre, Virginia",Hardcover,"Rp 590,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781529985245/nobody-s-girl?path=1_12
Every Day I Read,"Bo-reum, Hwang",Hardcover,"Rp 318,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781526692801/every-day-i-read?path=1_12
Bat Eater,"Baker, Kylie Lee",Paperback,"Rp 131,000","Rp 338,000",-61%,1,Biographies & Memoirs,http://www.periplus.com/p/9781399729826/bat-eater?path=1_12
What's Your Dream?,"Squibb, Simon",Paperback,"Rp 420,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781529935585/what-s-your-dream?path=1_12
Careless People,"Wynn-Williams, Sarah",Paperback,"Rp 428,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781035065936/careless-people?path=1_12
"Nathaniel's Nutmeg: Or, the True and Incredible Adventures...","Milton, Giles",Paperback,"Rp 392,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781250362872/nathaniel-s-nutmeg-or-the-true-and-incredible-adventures-of-the-spice-trader-who-changed-the-course-of-history-25th-anniversary-edition?path=1_12
Private Equity,"Sun, Carrie",Paperback,"Rp 265,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781526634733/private-equity?path=1_12
"Majapahit: Intrigue, Betrayal and War in Indonesia...","Van Der Linde, Herald",Paperback,"Rp 285,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781915310286/majapahit-intrigue-betrayal-and-war-in-indonesia-s-greatest-empire?path=1_12
Notes on Being a Man,"Galloway, Scott",Paperback,"Rp 279,000","Rp 415,000",-33%,1,Biographies & Memoirs,http://www.periplus.com/p/9781398554566/notes-on-being-a-man?path=1_12
Art of Florence,Uta Hasekamp,Paperback,"Rp 365,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9783741900396/art-of-florence?path=1_12
Poems & Prayers: Matthew McConaughey's brand new inspirational...,"McConaughey, Matthew",Hardcover,"Rp 399,600","Rp 444,000",-10%,1,Biographies & Memoirs,http://www.periplus.com/p/9781035405541/poems-and-prayers-matthew-mcconaughey-s-brand-new-inspirational-book?path=1_12
A Tale Unasked,"Nijo, Lady",Paperback,"Rp 235,000","Rp 305,000",-23%,1,Biographies & Memoirs,http://www.periplus.com/p/9780241562468/a-tale-unasked?path=1_12
Taylor Swift Is Life: A Superfan's Guide to All Things...,"Perricone, Kathleen",Hardcover,"Rp 49,000","Rp 335,000",-85%,1,Biographies & Memoirs,http://www.periplus.com/p/9780760390122/taylor-swift-is-life-a-superfan-s-guide-to-all-things-we-love-about-taylor-swift?path=1_12
The Candidate's Dilemma: Anticorruptionism and Money...,"Kramer, Elisabeth A.",Paperback,"Rp 48,300","Rp 575,000",-92%,1,Biographies & Memoirs,http://www.periplus.com/p/9781501764059/the-candidate-s-dilemma-anticorruptionism-and-money-politics-in-indonesian-election-campaigns?path=1_12
House of Huawei,"Dou, Eva",Paperback,"Rp 360,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780349146485/house-of-huawei?path=1_12
"Finding Chika, mm/Intl",Mitch Albom,Paperback,"Rp 148,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780063040960/finding-chika-mm-intl?path=1_12
Into the Uncut Grass,"Noah, Trevor",Hardcover,"Rp 347,400","Rp 399,000",-13%,1,Biographies & Memoirs,http://www.periplus.com/p/9781399821339/into-the-uncut-grass?path=1_12
Maybe You Should Talk to Someone,"Gottlieb, Lori",Paperback,"Rp 250,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781913348922/maybe-you-should-talk-to-someone?path=1_12
Spare,"Harry, Prince, Duke of Sussex",Hardcover,"Rp 86,000","Rp 490,000",-82%,1,Biographies & Memoirs,http://www.periplus.com/p/9780857504791/spare?path=1_12
All the Way to the River,"Gilbert, Elizabeth",Paperback,"Rp 292,500","Rp 325,000",-10%,1,Biographies & Memoirs,http://www.periplus.com/p/9781526654588/all-the-way-to-the-river?path=1_12
More,"Winter, Molly Roden",Hardcover,"Rp 406,000","Rp 508,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781529940343/more?path=1_12
This Book Will Bury Me,"Winstead, Ashley",Paperback,"Rp 169,000","Rp 218,000",-22%,1,Biographies & Memoirs,http://www.periplus.com/p/9781035905041/this-book-will-bury-me?path=1_12
"Gossamer Years: Love, Passion and Marriage in Old ...",-,Paperback,"Rp 84,000","Rp 232,000",-64%,1,Biographies & Memoirs,http://www.periplus.com/p/9784805316863/gossamer-years-love-passion-and-marriage-in-old-japan-the-intimate-diary-of-a-female-courtier?path=1_12
Hope: The Autobiography,Pope Francis,Hardcover,"Rp 215,200","Rp 558,000",-61%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593978771/hope-the-autobiography?path=1_12
Less,"Grant, Patrick",Paperback,"Rp 166,600","Rp 238,000",-30%,1,Biographies & Memoirs,http://www.periplus.com/p/9780008663971/less?path=1_12
I Want to Die but I Still Want to Eat Tteokbokki,"Sehee, Baek",Hardcover,"Rp 268,600","Rp 316,000",-15%,1,Biographies & Memoirs,http://www.periplus.com/p/9781526663658/i-want-to-die-but-i-still-want-to-eat-tteokbokki?path=1_12
Normal Schmormal: My Occasionally Helpful Guide to...,"Blaker, Ashley",Paperback,"Rp 59,000","Rp 239,000",-75%,1,Biographies & Memoirs,http://www.periplus.com/p/9780008558147/normal-schmormal-my-occasionally-helpful-guide-to-parenting-kids-with-special-needs?path=1_12
The Bookshop Woman,"Hanada, Nanako",Paperback,"Rp 259,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781914240782/the-bookshop-woman?path=1_12
HOPE,"Francis, Pope",Hardcover,"Rp 418,600","Rp 598,000",-30%,1,Biographies & Memoirs,http://www.periplus.com/p/9780241764107/hope?path=1_12
I Survived Capitalism and All I Got Was This Lousy...,"Pendleton, Madeline",Hardcover,"Rp 34,300","Rp 398,000",-91%,1,Biographies & Memoirs,http://www.periplus.com/p/9780385549783/i-survived-capitalism-and-all-i-got-was-this-lousy-t-shirt-everything-i-wish-i-never-had-to-learn-about-money?path=1_12
Joseph Conrad's Eastern Voyages: Tales of Singapore...,"Burnet, Ian",Paperback,"Rp 298,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781915310309/joseph-conrad-s-eastern-voyages-tales-of-singapore-and-an-east-borneo-river?path=1_12
"Mind Over Miles: A Story of Endurance Running, Overcoming...",Hardest Geezer,Paperback,"Rp 255,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781529945935/mind-over-miles-a-story-of-endurance-running-overcoming-obstacles-and-finding-inner-peace?path=1_12
Society of the Snow: The Definitive Account of the...,"Vierci, Pablo",Paperback,"Rp 377,000","Rp 472,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781408716397/society-of-the-snow-the-definitive-account-of-the-world-s-greatest-survival-story?path=1_12
Taylor Swift: Era by Era,"Sullivan, Caroline",Paperback,"Rp 401,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781789296990/taylor-swift-era-by-era?path=1_12
Finding My Way,"Yousafzai, Malala",Paperback,"Rp 298,000","Rp 408,000",-27%,1,Biographies & Memoirs,http://www.periplus.com/p/9781399619356/finding-my-way?path=1_12
Character Limit,"Conger, Kate",Paperback,"Rp 89,000","Rp 330,000",-73%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593834282/character-limit?path=1_12
Source Code,"Gates, Bill",Hardcover,"Rp 195,300","Rp 562,000",-65%,1,Biographies & Memoirs,http://www.periplus.com/p/9780241736678/source-code?path=1_12
Bringing Up Bébé: One American Mother Discovers ...,"Druckerman, Pamela",Paperback,"Rp 326,000","Rp 408,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780143122968/bringing-up-b-b-one-american-mother-discovers-the-wisdom-of-french-parenting?path=1_12
"The Essential...Taylor Swift: Her Complete, Beautifully...","Young, Caroline",Hardcover,"Rp 386,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781917082006/the-essential-taylor-swift-her-complete-beautifully-illustrated-story?path=1_12
The World Odyssey of a Balinese Prince,"Pucci, Idanna",Paperback,"Rp 67,000","Rp 264,000",-75%,1,Biographies & Memoirs,http://www.periplus.com/p/9780804852593/the-world-odyssey-of-a-balinese-prince?path=1_12
Welcome to Japan's Dark Side: Sensational True Crime...,"McSkyz, Bertrand Puard",Paperback,"Rp 180,000","Rp 268,000",-33%,1,Biographies & Memoirs,http://www.periplus.com/p/9784805319994/welcome-to-japan-s-dark-side-sensational-true-crime-cases-that-will-shock-you?path=1_12
Brief Answers to the Big Questions  A/UK,Stephen Hawking,Paperback,"Rp 300,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781473695993/brief-answers-to-the-big-questions-a-uk?path=1_12
Only God Can Judge Me: The Many Lives of Tupac Shakur...,"Pearlman, Jeff",Hardcover,"Rp 697,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780063304574/only-god-can-judge-me-the-many-lives-of-tupac-shakur?path=1_12
Ecce Homo,"Nietzsche, Frederich",Hardcover,"Rp 162,000","Rp 215,000",-25%,1,Biographies & Memoirs,http://www.periplus.com/p/9781398834484/ecce-homo?path=1_12
As Equals: The Oei Women of Java,Yeap Daryl,Paperback,"Rp 498,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9789811280238/as-equals-the-oei-women-of-java?path=1_12
"One in a Millennial: On Friendship, Feelings, Fangirls...","Kennedy, Kate",Hardcover,"Rp 642,000","Rp 803,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781250285126/one-in-a-millennial-on-friendship-feelings-fangirls-and-fitting-in?path=1_12
Spare,Prince Harry the Duke of Sussex,Hardcover,"Rp 83,300","Rp 490,000",-83%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593593806/spare?path=1_12
Matriarch: Oprah's Book Club: A Memoir,"Knowles, Tina",Hardcover,"Rp 69,300","Rp 389,000",-82%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593597408/matriarch-oprah-s-book-club-a-memoir?path=1_12
Life Lessons,"Blades, Jay",Hardcover,"Rp 79,000","Rp 320,000",-75%,1,Biographies & Memoirs,http://www.periplus.com/p/9781035010110/life-lessons?path=1_12
You Will Never Be Me,"Sutanto, Jesse",Paperback,"Rp 106,000","Rp 215,000",-51%,1,Biographies & Memoirs,http://www.periplus.com/p/9780008683764/you-will-never-be-me?path=1_12
Trump: The Art of the Deal,"Trump, Donald",Paperback,"Rp 360,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781847943033/trump-the-art-of-the-deal?path=1_12
Now That I Have Your Attention: 7 Lessons in Leading...,"Hamilton, Nicolas",Paperback,"Rp 62,300","Rp 335,000",-81%,1,Biographies & Memoirs,http://www.periplus.com/p/9781804191736/now-that-i-have-your-attention-7-lessons-in-leading-a-life-bigger-than-they-expect?path=1_12
The Worlds of Hayao Miyazaki: The Influences and Inspiration...,"Rapold, Nicolas",Hardcover,"Rp 625,000","Rp 685,000",-9%,1,Biographies & Memoirs,http://www.periplus.com/p/9781836004813/the-worlds-of-hayao-miyazaki-the-influences-and-inspiration-behind-the-iconic-films?path=1_12
Homo Criminalis,"Galeotti, Mark",Paperback,"Rp 307,000","Rp 398,000",-23%,1,Biographies & Memoirs,http://www.periplus.com/p/9781529148237/homo-criminalis?path=1_12
Meditations,"Aurelius, Marcus",Paperback,"Rp 171,000","Rp 214,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780008729974/meditations?path=1_12
Standing Firm for Indonesia's Democracy,Shiraishi Takashi,Paperback,"Rp 699,000",,,0,Biographies & Memoirs,http://www.periplus.com/p/9789811281587/standing-firm-for-indonesia-s-democracy?path=1_12
Amir Sjarifoeddin: Politics and Truth in Indonesia...,"Mrázek, Rudolf",Paperback,"Rp 657,300","Rp 939,000",-30%,1,Biographies & Memoirs,http://www.periplus.com/p/9781501777462/amir-sjarifoeddin-politics-and-truth-in-indonesia-1907-1948?path=1_12
